time,value
2010-12-04,14.938255857304737
2010-12-05,9.799181299511512
2010-12-06,15.121272221963022
2010-12-07,9.670483583019465
2010-12-08,21.0883266508279
2010-12-09,14.357253462092478
2010-12-10,12.94647169437676
2010-12-11,12.683677754875534
2010-12-12,10.886676485167031
2010-12-13,13.361615819462422
2010-12-14,14.61228815002796
2010-12-15,7.898818453413655
2010-12-16,9.658248874780984
2010-12-17,17.191190702012218
2010-12-18,15.057828181802396
2010-12-19,11.539725444736437
2010-12-20,7.611160634651305
2010-12-21,8.189491545640442
2010-12-22,13.423729023414047
2010-12-23,17.12992311103762
2010-12-24,17.147416593826687
2010-12-25,13.625220313360137
2010-12-26,10.959154114746312
2010-12-27,15.59036538014562
2010-12-28,14.073491178268933
2010-12-29,12.71856756171086
2010-12-30,12.50562738150325
2010-12-31,8.551699955137554
2011-01-01,14.267761095154148
2011-01-02,20.19162231225462
2011-01-03,13.80738062552545
2011-01-04,13.569455744329003
2011-01-05,7.8550019616406646
2011-01-06,17.898064315930007
2011-01-07,19.484380921733617
2011-01-08,16.860760785253298
2011-01-09,15.317088816564455
2011-01-10,16.78003920106126
2011-01-11,22.59070952373609
2011-01-12,21.407082204553184
2011-01-13,17.533278111012702
2011-01-14,15.600095733554799
2011-01-15,14.438373076184195
2011-01-16,13.154045086377606
2011-01-17,15.888435871280375
2011-01-18,10.359613309250088
2011-01-19,26.065993000842845
2011-01-20,9.587187957228032
2011-01-21,17.47281286112543
2011-01-22,15.971911913895639
2011-01-23,16.632825396909976
2011-01-24,12.765046228056365
2011-01-25,18.74812069380985
2011-01-26,13.646025439117244
2011-01-27,15.861599499876855
2011-01-28,18.018806175714847
2011-01-29,12.827576566514866
2011-01-30,17.687792113602583
2011-01-31,11.363724227124223
2011-02-01,10.481544205933536
2011-02-02,14.94382188151329
2011-02-03,11.098871623771824
2011-02-04,21.67084688976983
2011-02-05,21.253399058284717
2011-02-06,9.846528126143152
2011-02-07,11.165971327423046
2011-02-08,9.938117315511146
2011-02-09,5.864944404746535
2011-02-10,11.984901304815823
2011-02-11,42.511329904427676
2011-02-12,24.188207616932623
2011-02-13,5.03141280660767
2011-02-14,8.642288290008548
2011-02-15,11.431271476298374
2011-02-16,12.641845789429238
2011-02-17,11.036074996869134
2011-02-18,10.396542018633983
2011-02-19,56.32056462215308
2011-02-20,19.168709947130424
2011-02-21,14.222594274114593
2011-02-22,13.766200920249846
2011-02-23,15.11733472580755
2011-02-24,17.381930634040895
2011-02-25,12.513403159672828
2011-02-26,16.329826338983878
2011-02-27,14.182288127364922
2011-02-28,12.612818527673962
2011-03-01,13.753418820420592
2011-03-02,19.25467064726783
2011-03-03,17.270212041377267
2011-03-04,14.155928540549317
2011-03-05,17.270663295346115
2011-03-06,16.556184431228218
2011-03-07,18.642480015346536
2011-03-08,25.46669099481231
2011-03-09,15.124223539152576
2011-03-10,18.534827444554132
2011-03-11,8.429518554544218
2011-03-12,9.246075020362012
2011-03-13,11.866179519324692
2011-03-14,11.80186626046743
2011-03-15,10.617749086356241
2011-03-16,16.60112330448899
2011-03-17,18.828347938819263
2011-03-18,23.55787836410937
2011-03-19,32.72685552643401
2011-03-20,31.43419519833646
2011-03-21,19.640451377828057
2011-03-22,18.058131156221233
2011-03-23,12.978237038476175
2011-03-24,22.72910263037237
2011-03-25,11.69713661293075
2011-03-26,12.962745985834973
2011-03-27,10.581770617522164
2011-03-28,5.674969023050891
2011-03-29,10.197595708551933
2011-03-30,23.7541988258613
2011-03-31,39.983161637646475
2011-04-01,28.417498069396785
2011-04-02,17.890806117970445
2011-04-03,29.190098294929676
2011-04-04,12.229922753416782
2011-04-05,9.031337032333784
2011-04-06,26.746861573745367
2011-04-07,22.684890035426495
2011-04-08,9.80936570173309
2011-04-09,5.107524608414801
2011-04-10,10.36749686043212
2011-04-11,13.023420389014909
2011-04-12,12.45632708255074
2011-04-13,13.033380856472656
2011-04-14,19.551584601922887
2011-04-15,17.94660727119199
2011-04-16,13.021182938414693
2011-04-17,14.059833317435773
2011-04-18,20.213518684682573
2011-04-19,13.749948795090313
2011-04-20,10.38976751664338
2011-04-21,14.007256750054664
2011-04-22,15.810776798132125
2011-04-23,16.76889813796118
2011-04-24,23.438097830769905
2011-04-25,17.8554200973508
2011-04-26,13.35733533163468
2011-04-27,10.660241813696619
2011-04-28,10.285677488105563
2011-04-29,12.004394912502834
2011-04-30,11.798832525939588
2011-05-01,8.402398164193347
2011-05-02,4.1516176981088035
2011-05-03,3.4423109724751364
2011-05-04,15.289633952996436
2011-05-05,23.451404818905395
2011-05-06,24.202352515261296
2011-05-07,14.860281878059594
2011-05-08,13.604515673485245
2011-05-09,16.366275118059303
2011-05-10,12.640295821626536
2011-05-11,16.731618658196737
2011-05-12,13.96267564547583
2011-05-13,11.801202469213294
2011-05-14,14.293416613943064
2011-05-15,11.20915063017785
2011-05-16,12.743170900071286
2011-05-17,12.413505772507158
2011-05-18,11.784769095488183
2011-05-19,14.433221087503144
2011-05-20,13.429857577749955
2011-05-21,10.786324936502428
2011-05-22,18.125468866472357
2011-05-23,7.3527902925983
2011-05-24,11.548696213389125
2011-05-25,15.514080711178877
2011-05-26,21.931138944568964
2011-05-27,9.17037403127866
2011-05-28,10.157450940513723
2011-05-29,10.444049155447841
2011-05-30,17.698154799583822
2011-05-31,8.003527676713384
2011-06-01,8.033108570413791
2011-06-02,14.583164371609548
2011-06-03,14.615246368548988
2011-06-04,20.42274905768264
2011-06-05,22.02194600123229
2011-06-06,14.326044507524841
2011-06-07,9.181406540936278
2011-06-08,10.387808588002263
2011-06-09,11.463278998937614
2011-06-10,15.015507519313799
2011-06-11,17.004007844052918
2011-06-12,18.53489892191579
2011-06-13,10.962361082601886
2011-06-14,13.806814675140906
2011-06-15,10.270152815034427
2011-06-16,8.381767434464042
2011-06-17,15.294178964579402
2011-06-18,9.549826106263563
2011-06-19,13.574840633020896
2011-06-20,2.568638063667797
2011-06-21,1.4905344911819103
2011-06-22,23.378978619845203
2011-06-23,24.424782799586342
2011-06-24,11.258929512979009
2011-06-25,11.969962546385517
2011-06-26,14.115476562765823
2011-06-27,10.02061609162089
2011-06-28,14.87875587066679
2011-06-29,12.596724925233126
2011-06-30,11.599367028429151
2011-07-01,12.815134359553475
2011-07-02,7.973925161730759
2011-07-03,15.851105579214074
2011-07-04,13.946689800525427
2011-07-05,2.4841940948545416
2011-07-06,7.838537554788129
2011-07-07,3.858317352254803
2011-07-08,20.71822906028708
2011-07-09,19.302926558075956
2011-07-10,32.24578432982367
2011-07-11,16.454067596977804
2011-07-12,5.678732161415174
2011-07-13,5.3185554606118
2011-07-14,8.92022178981335
2011-07-15,7.336757894928209
2011-07-16,12.712547433096658
2011-07-17,11.413098330132316
2011-07-18,9.351834117458024
2011-07-19,8.242379498056945
2011-07-20,11.213962148617783
2011-07-21,14.094278487454003
2011-07-22,12.56201408596426
2011-07-23,17.122433332316675
2011-07-24,12.278408617836604
2011-07-25,10.379790259863078
2011-07-26,10.435083035044565
2011-07-27,10.329479218006927
2011-07-28,13.862755295075118
2011-07-29,12.271927489964478
2011-07-30,7.44255608420924
2011-07-31,9.581883774415825
2011-08-01,5.243561186486974
2011-08-02,5.007358124791342
2011-08-03,11.853491435011609
2011-08-04,13.33955578445781
2011-08-05,18.108180025566664
2011-08-06,13.865969669269793
2011-08-07,12.161264993391303
2011-08-08,13.456729974422208
2011-08-09,10.078306228964873
2011-08-10,8.817449463112606
2011-08-11,5.3356516851043505
2011-08-12,12.35614636134187
2011-08-13,14.794451293662796
2011-08-14,12.40985665938809
2011-08-15,9.947641468919677
2011-08-16,6.5137406668474975
2011-08-17,10.378256005717423
2011-08-18,6.19307072265823
2011-08-19,15.117724431246623
2011-08-20,16.43971004522247
2011-08-21,15.672428729987399
2011-08-22,6.616658650394452
2011-08-23,9.612379790130824
2011-08-24,12.06817596843829
2011-08-25,10.459367646636732
2011-08-26,8.339290293233653
2011-08-27,9.565032254511994
2011-08-28,9.563106901891489
2011-08-29,10.017404431951375
2011-08-30,10.182870623619392
2011-08-31,10.80455968979847
2011-09-01,8.753243943106733
2011-09-02,13.267595607715469
2011-09-03,9.744552135250407
2011-09-04,10.99904596998634
2011-09-05,9.168023442665644
2011-09-06,3.2084086648672367
2011-09-07,18.154023153222344
2011-09-08,10.344690092831826
2011-09-09,8.78021188057494
2011-09-10,9.345596795851671
2011-09-11,8.60213308946175
2011-09-12,6.184498744995891
2011-09-13,9.451536896915544
2011-09-14,8.585725509867958
2011-09-15,8.705013900395839
2011-09-16,16.789986918225033
2011-09-17,11.68110494013799
2011-09-18,9.54604436587548
2011-09-19,6.78973648427185
2011-09-20,6.764925242083009
2011-09-21,7.16194258752432
2011-09-22,10.215951152894368
2011-09-23,11.15860398225813
2011-09-24,14.362796185092849
2011-09-25,15.845353315227799
2011-09-26,13.984945368715902
2011-09-27,14.902479242151463
2011-09-28,12.545822272444926
2011-09-29,10.88095533699462
2011-09-30,7.156909035359511
2011-10-01,5.683535429105787
2011-10-02,22.255983802782644
2011-10-03,43.6671311287113
2011-10-04,16.27307415304485
2011-10-05,4.148475089372168
2011-10-06,9.677507421847242
2011-10-07,7.826349628469187
2011-10-08,5.151478775772608
2011-10-09,8.599092591404723
2011-10-10,6.243241282984871
2011-10-11,6.79532794638431
2011-10-12,10.599223751620064
2011-10-13,11.482441113175609
2011-10-14,18.964480389501105
2011-10-15,18.316192924929307
2011-10-16,13.933398573118343
2011-10-17,7.3108795200263765
2011-10-18,10.444008580984944
2011-10-19,8.133679831143242
2011-10-20,9.246038388870454
2011-10-21,13.930095099888806
2011-10-22,16.001900005967837
2011-10-23,16.877056110840652
2011-10-24,11.955839621528908
2011-10-25,10.110126850243663
2011-10-26,14.434758364018391
2011-10-27,8.905337424840445
2011-10-28,9.821357712131475
2011-10-29,8.895523916396481
2011-10-30,9.085128139708438
2011-10-31,6.772144771589561
2011-11-01,15.367549626936805
2011-11-02,16.095976564618432
2011-11-03,11.192588221404028
2011-11-04,14.068360409868609
2011-11-05,10.418252265874141
2011-11-06,10.97104443558793
2011-11-07,9.253445717745228
2011-11-08,10.354749499127328
2011-11-09,9.082501043545907
2011-11-10,14.721222065264795
2011-11-11,13.791162517993964
2011-11-12,12.825874720734866
2011-11-13,9.7564004375702
2011-11-14,8.710943147672783
2011-11-15,11.380202795655327
2011-11-16,12.697810736132151
2011-11-17,13.036294081364584
2011-11-18,15.077847987511035
2011-11-19,12.340500814093927
2011-11-20,9.518094098317434
2011-11-21,9.689177942802742
2011-11-22,8.830459601944732
2011-11-23,8.976510195310862
2011-11-24,13.646278075725522
2011-11-25,10.426013838769295
2011-11-26,10.66346624712941
2011-11-27,10.644826615040873
2011-11-28,6.763708025775935
2011-11-29,5.576587542683316
2011-11-30,7.358562108708631
2011-12-01,11.215566663927946
2011-12-02,9.995080781453773
2011-12-03,11.445668262409523
2011-12-04,11.9910688831551
2011-12-05,11.009277815486456
2011-12-06,9.990403479857072
2011-12-07,8.636424189538943
2011-12-08,8.34574938613451
2011-12-09,7.238549989762798
2011-12-10,7.538526256065125
2011-12-11,9.589549363044778
2011-12-12,8.6744868140081
2011-12-13,6.701823624955598
2011-12-14,21.96550629074549
2011-12-15,9.985798368897926
2011-12-16,8.08991586685744
2011-12-17,10.242919671490673
2011-12-18,8.398224295153728
2011-12-19,6.497303182535505
2011-12-20,7.445867766369843
2011-12-21,12.808531883069314
2011-12-22,10.51541730613072
2011-12-23,9.180496960631674
2011-12-24,9.904158606109215
2011-12-25,12.772370035420185
2011-12-26,9.737624865836905
2011-12-27,13.59193080156123
2011-12-28,9.434203600788218
2011-12-29,8.486105931738544
2011-12-30,6.724345052917726
2011-12-31,11.003419711737196
2012-01-01,7.167299881672986
2012-01-02,7.4688869381738465
2012-01-03,12.057191717041741
2012-01-04,9.011346829735173
2012-01-05,9.209143775894743
2012-01-06,8.478278961397447
2012-01-07,11.357851896084076
2012-01-08,9.526180151811007
2012-01-09,9.623626543706104
2012-01-10,8.555350496445985
2012-01-11,10.860451518839517
2012-01-12,9.707355607119258
2012-01-13,10.712625277728902
2012-01-14,12.76441040434924
2012-01-15,8.03964175778819
2012-01-16,9.065703482314518
2012-01-17,10.031172727467737
2012-01-18,9.073413963231634
2012-01-19,9.843192823069781
2012-01-20,7.721173200077575
2012-01-21,7.475702046050562
2012-01-22,9.066661059050196
2012-01-23,7.948691233911005
2012-01-24,7.944493796727718
2012-01-25,11.873812380008959
2012-01-26,11.208641852501218
2012-01-27,9.318919724124843
2012-01-28,14.38877995367608
2012-01-29,15.139248010450949
2012-01-30,11.020376354094761
2012-01-31,12.760945635254233
2012-02-01,11.420305307368285
2012-02-02,10.574715591556544
2012-02-03,9.330111433170675
2012-02-04,5.004297668104547
2012-02-05,3.855729678844901
2012-02-06,2.273686212017055
2012-02-07,2.940362433336961
2012-02-08,1.3854330736163742
2012-02-09,7.443613721398598
2012-02-10,70.2884823671231
2012-02-11,37.034914735885245
2012-02-12,13.18258722566158
2012-02-13,11.50623954451842
2012-02-14,9.654245334097967
2012-02-15,21.931645462744235
2012-02-16,22.410553362183798
2012-02-17,11.985034084922344
2012-02-18,11.21858387476055
2012-02-19,15.640877464032547
2012-02-20,10.261255514400489
2012-02-21,8.972113480743953
2012-02-22,12.736290660855584
2012-02-23,14.676363550161307
2012-02-24,10.184458412669569
2012-02-25,13.084196472692105
2012-02-26,12.423280816849955
2012-02-27,7.998270137511808
2012-02-28,8.056341443164488
2012-02-29,7.978158623438824
2012-03-01,10.669433103344213
2012-03-02,10.542258293741098
2012-03-03,13.110035359727393
2012-03-04,11.965298080592255
2012-03-05,9.044515436043291
2012-03-06,8.967023542700513
2012-03-07,13.194274888751869
2012-03-08,8.682089586244615
2012-03-09,11.684111816690018
2012-03-10,11.907131093421903
2012-03-11,10.474459915966507
2012-03-12,8.959189231965262
2012-03-13,9.000438310625295
2012-03-14,10.896228837355878
2012-03-15,8.239094583645613
2012-03-16,9.224631889749858
2012-03-17,10.872623897358253
2012-03-18,11.543951350429113
2012-03-19,11.329024544412995
2012-03-20,9.184767585295848
2012-03-21,10.028538273804061
2012-03-22,12.08366886986932
2012-03-23,12.106307959282669
2012-03-24,14.61263030579489
2012-03-25,9.905468781356026
2012-03-26,11.866044725304594
2012-03-27,8.13218941078465
2012-03-28,9.209167220872917
2012-03-29,10.403136619886974
2012-03-30,8.808386189901212
2012-03-31,9.342273718560302
2012-04-01,10.216669106370423
2012-04-02,9.73863826939528
2012-04-03,9.69631131491933
2012-04-04,8.748590665520334
2012-04-05,10.471736536276284
2012-04-06,8.297809493387954
2012-04-07,10.49691128079706
2012-04-08,18.375752369581193
2012-04-09,6.638531198972731
2012-04-10,8.273955793179736
2012-04-11,9.64180289031183
2012-04-12,9.41243728260851
2012-04-13,8.479924021563365
2012-04-14,6.844263110449306
2012-04-15,7.187649710420074
2012-04-16,6.28999052511131
2012-04-17,6.535459033002901
2012-04-18,5.837903436546176
2012-04-19,14.628082712762435
2012-04-20,16.81282587695262
2012-04-21,10.374755371871148
2012-04-22,8.587298543737317
2012-04-23,10.401533183979298
2012-04-24,8.664938860381394
2012-04-25,7.704561189954417
2012-04-26,7.806959480669961
2012-04-27,6.146658916487226
2012-04-28,8.088049824790383
2012-04-29,10.427399086816589
2012-04-30,9.24818127774725
2012-05-01,7.0835807145604965
2012-05-02,6.4667817135754175
2012-05-03,8.068333069774237
2012-05-04,6.896371564120444
2012-05-05,9.209352573405566
2012-05-06,7.241518739329007
2012-05-07,6.790763524599346
2012-05-08,9.444625520505248
2012-05-09,9.28852052179041
2012-05-10,11.996322909683407
2012-05-11,9.349511612955736
2012-05-12,10.288737171136853
2012-05-13,8.108511678745991
2012-05-14,11.671752989440956
2012-05-15,25.448786376258806
2012-05-16,16.35920483791172
2012-05-17,8.989797358105957
2012-05-18,6.022759105225128
2012-05-19,8.799187654311453
2012-05-20,8.378432467105583
2012-05-21,4.92051199626597
2012-05-22,14.759307042289818
2012-05-23,11.966931031582378
2012-05-24,20.425237042936647
2012-05-25,20.94621353519432
2012-05-26,15.20336688462529
2012-05-27,15.19206990675047
2012-05-28,12.217019325531032
2012-05-29,9.407442822826255
2012-05-30,6.316307879073321
2012-05-31,8.606026501257658
2012-06-01,8.900561995326063
2012-06-02,9.36057156923519
2012-06-03,9.986055227233395
2012-06-04,6.649815755040854
2012-06-05,8.149224034621566
2012-06-06,8.959416530994812
2012-06-07,9.693630172006351
2012-06-08,12.827737406934016
2012-06-09,10.934120873169016
2012-06-10,11.990591817691692
2012-06-11,14.921941961365372
2012-06-12,10.04246655033297
2012-06-13,12.55127150690556
2012-06-14,5.759142484296059
2012-06-15,8.739467309512309
2012-06-16,5.995118369896042
2012-06-17,6.317735367257229
2012-06-18,1.3659336815480108
2012-06-19,5.742775863353085
2012-06-20,5.383930865091107
2012-06-21,8.324521804912658
2012-06-22,30.21068712879218
2012-06-23,51.85441528904573
2012-06-24,30.839196889526043
2012-06-25,21.696960468538613
2012-06-26,15.573023283493265
2012-06-27,10.232222693008756
2012-06-28,5.674558701490156
2012-06-29,6.593872844319441
2012-06-30,12.990165119623732
2012-07-01,14.134654876786092
2012-07-02,8.84803131259865
2012-07-03,10.988302770829936
2012-07-04,10.050204861175734
2012-07-05,6.618318585038815
2012-07-06,7.982712842122953
2012-07-07,14.177774751447824
2012-07-08,12.766830161522238
2012-07-09,6.4983092805151434
2012-07-10,41.78335831824822
2012-07-11,23.55305985024199
2012-07-12,8.282523126153649
2012-07-13,9.233713119234746
2012-07-14,14.336751598629458
2012-07-15,11.968792861950668
2012-07-16,16.811309102735954
2012-07-17,10.237945020117795
2012-07-18,8.490882437038403
2012-07-19,8.14287197524001
2012-07-20,10.844495276349784
2012-07-21,9.86733969020375
2012-07-22,10.438247067763147
2012-07-23,6.761477127838403
2012-07-24,7.27906721090498
2012-07-25,9.669886889431073
2012-07-26,8.122513308390332
2012-07-27,11.35408074481437
2012-07-28,10.647454923584972
2012-07-29,10.025928586265389
2012-07-30,8.990977779742485
2012-07-31,8.138645875786418
2012-08-01,8.586514189694624
2012-08-02,7.503376717502808
2012-08-03,10.030107518348787
2012-08-04,10.99717660538676
2012-08-05,13.184209304597944
2012-08-06,8.651414349490304
2012-08-07,8.471443572284674
2012-08-08,7.658164938399883
2012-08-09,10.750677950278593
2012-08-10,7.020201958625422
2012-08-11,8.53661519905045
2012-08-12,8.5944297623668
2012-08-13,4.784845630865885
2012-08-14,4.260383241725834
2012-08-15,8.36214017040676
2012-08-16,23.79560433276586
2012-08-17,12.11597838918886
2012-08-18,14.450254836316358
2012-08-19,9.272098137325438
2012-08-20,8.244427924009795
2012-08-21,16.86918298853007
2012-08-22,19.339751666373285
2012-08-23,11.19727106096027
2012-08-24,14.105625178971627
2012-08-25,11.971643043829534
2012-08-26,12.39487761393138
2012-08-27,18.665389453156557
2012-08-28,9.474628102118793
2012-08-29,9.558393396161845
2012-08-30,8.634937206533376
2012-08-31,7.2257974882727884
2012-09-01,7.864158558007068
2012-09-02,8.76189031014768
2012-09-03,8.98708785017975
2012-09-04,4.55657674740333
2012-09-05,21.34093170766475
2012-09-06,7.553153817162184
2012-09-07,7.690173089410713
2012-09-08,7.928368296213412
2012-09-09,10.35389123267272
2012-09-10,10.077891068699131
2012-09-11,9.782562963346368
2012-09-12,7.977798495303637
2012-09-13,10.027987991491452
2012-09-14,9.376654386675629
2012-09-15,10.494122952720154
2012-09-16,9.506111782254889
2012-09-17,16.69220051298088
2012-09-18,11.718140342529393
2012-09-19,11.135597145817682
2012-09-20,11.551708665213923
2012-09-21,10.009182800822222
2012-09-22,8.296149659471943
2012-09-23,8.321094263696128
2012-09-24,15.411928263993486
2012-09-25,38.62965711940504
2012-09-26,20.754117360138398
2012-09-27,10.28833817386146
2012-09-28,9.467482195527985
2012-09-29,9.127382623377517
2012-09-30,10.832653302418924
2012-10-01,7.51982540572253
2012-10-02,14.38800485597537
2012-10-03,11.681792668064023
2012-10-04,16.766683157919807
2012-10-05,13.085279275835743
2012-10-06,14.392428000730275
2012-10-07,19.42726835994375
2012-10-08,14.62074906704258
2012-10-09,11.756189040902129
2012-10-10,10.982599118901678
2012-10-11,9.021740780825585
2012-10-12,9.151852546835629
2012-10-13,11.372934418881993
2012-10-14,8.383455128466295
2012-10-15,9.593655686151298
2012-10-16,13.662438509041275
2012-10-17,8.817947055508698
2012-10-18,8.024124607986407
2012-10-19,9.194819373852013
2012-10-20,14.656892972327352
2012-10-21,12.0309831086716
2012-10-22,10.145607766808263
2012-10-23,14.91535115111013
2012-10-24,10.951978201823513
2012-10-25,7.792182817391306
2012-10-26,9.161236068193203
2012-10-27,8.50266088600199
2012-10-28,7.7535982165126995
2012-10-29,6.192852769446346
2012-10-30,6.949652230215402
2012-10-31,29.76793321417294
2012-11-01,16.980499726033216
2012-11-02,16.528724698991613
2012-11-03,13.82673914462779
2012-11-04,13.218782234938095
2012-11-05,15.853626850316493
2012-11-06,17.879915833234573
2012-11-07,8.84396547366763
2012-11-08,13.091854941371563
2012-11-09,12.260863505183368
2012-11-10,6.350991161288289
2012-11-11,23.07825460034475
2012-11-12,8.430623044748602
2012-11-13,68.80183794567638
2012-11-14,38.78986427399147
2012-11-15,14.953727885462646
2012-11-16,18.75099008277808
2012-11-17,10.361368833664773
2012-11-18,15.712750709860808
2012-11-19,14.420178112364033
2012-11-20,11.710492894537591
2012-11-21,11.091181040643507
2012-11-22,16.99244951715273
2012-11-23,13.61341784437022
2012-11-24,23.792863214404456
2012-11-25,16.68554125404682
2012-11-26,12.4074751184301
2012-11-27,12.00174071130088
2012-11-28,20.46020124172799
2012-11-29,18.7094688915579
2012-11-30,14.498107468532545
2012-12-01,14.90413198107043
2012-12-02,12.545774541367756
2012-12-03,11.301275870609622
2012-12-04,14.443143313521265
2012-12-05,13.030726323925172
2012-12-06,12.359640996376939
2012-12-07,13.46150084973838
2012-12-08,12.69127143779421
2012-12-09,13.625212974664434
2012-12-10,12.743476222509296
2012-12-11,12.728256345503834
2012-12-12,11.940434071670838
2012-12-13,11.870117831004807
2012-12-14,9.984123293879327
2012-12-15,11.64684079922901
2012-12-16,10.599814957975779
2012-12-17,11.082544618746736
