date,vix,g_trends,bullish_surv,neutral_surv,bearish_surv,bull_bear_spread_surv,volume,adjusted,sma_20,sma_50,ema_20,basic_volatility,atr,rsi,macd,macd_signal,bb_up,bb_dn,obv,stochrsi,adx,sentiment_negative,sentiment_neutral,sentiment_none,sentiment_positive
2011-12-01,27.40999984741211,4.0,0.3304,0.2753,0.3942,-0.0637999999999999,15453000.0,2.173332929611206,2.12863330245018,2.03777334690094,2.1213113101456917,0.1340000629425048,0.1024627866913275,56.53300320092124,2.745263031372769,3.557742908707083,2.2965861199082678,2.028014075976437,176965500.0,0.2043308908094489,39.2855752060235,0.0,1.0,0.0,0.0
2011-12-02,27.520000457763672,4.0,0.3304,0.2753,0.3942,-0.0637999999999999,12042000.0,2.220000028610229,2.109700006246567,2.0362533473968507,2.1307102357137424,0.0859999656677246,0.1012868709039273,59.442687717900974,2.793961381948429,3.4049866033553524,2.3017260620440942,2.0284741332684058,189007500.0,0.3569656059725821,39.68875713788331,0.0,0.0,1.0,0.0
2011-12-05,27.84000015258789,4.0,0.3304,0.2753,0.3942,-0.0637999999999999,17401500.0,2.2946670055389404,2.0935333609580997,2.034066686630249,2.146325166173285,0.104665994644165,0.1021473077559086,63.63689314027572,3.0723873170629634,3.338466746096875,2.319787286491332,2.024479604988161,206409000.0,0.5769830498720844,40.68918392932946,0.0,0.0,1.0,0.0
2011-12-06,28.1299991607666,4.0,0.3304,0.2753,0.3942,-0.0637999999999999,14277000.0,2.324666976928711,2.0806667149066924,2.0325733470916747,2.1633101005309445,0.0633330345153808,0.0993748596672994,65.19431982481011,3.358853153679542,3.3425440276134086,2.340174707757884,2.028092184675282,220686000.0,0.658681727853889,41.61815166424375,0.0,0.0,1.0,0.0
2011-12-07,28.670000076293945,4.0,0.3304,0.2753,0.3942,-0.0637999999999999,10114500.0,2.2793331146240234,2.0656667172908785,2.0244533467292785,2.174359911396952,0.0726668834686279,0.09746714708168,60.94635483171888,3.375529977056968,3.3491412175021207,2.3505870660297425,2.0333464304454774,210571500.0,0.6616916394649253,42.136143911241696,0.0,0.0,1.0,0.0
2011-12-08,30.59000015258789,4.0,0.3857,0.2666,0.3476,0.0380999999999999,49587000.0,2.059333086013794,2.0534000158309937,2.0216400051116943,2.1634049756461757,0.1359999179840088,0.1123147178267177,45.464359103232,2.5519807751698043,3.1897091290356574,2.350508638408528,2.0334914722176927,160984500.0,0.0,39.68842647099554,0.0,0.0,1.0,0.0
2011-12-09,26.3799991607666,4.0,0.3857,0.2666,0.3476,0.0380999999999999,18592500.0,2.069333076477051,2.0408666670322417,2.014106664657593,2.154445747153878,0.0559999942779541,0.1082922375732346,46.134172874509794,1.911798704991563,2.934127044226839,2.352263394478994,2.029803332205576,179577000.0,0.033949067650461,37.41554599076696,0.0,0.0,1.0,0.0
2011-12-12,25.670000076293945,4.0,0.3857,0.2666,0.3476,0.0380999999999999,11380500.0,2.0273330211639404,2.02756667137146,2.006706664562225,2.1423397732500744,0.0399999618530273,0.1054142261895245,43.70615853297438,1.2310638340153002,2.5935144021845318,2.35450153846506,2.006031794359647,168196500.0,0.0,35.48070257565021,0.0,0.0,1.0,0.0
2011-12-13,25.40999984741211,4.0,0.3857,0.2666,0.3476,0.0380999999999999,14911500.0,1.963333010673523,2.016766667366028,2.000479984283447,2.125291510147546,0.1346670389175415,0.1075037128129543,40.23151863986363,0.4403489637244684,2.1628813144925187,2.3649345109644697,1.970465414744301,153285000.0,0.0,34.38427642859554,0.0,0.0,1.0,0.0
2011-12-14,26.040000915527344,4.0,0.3857,0.2666,0.3476,0.0380999999999999,17458500.0,1.9019999504089355,2.003399968147278,1.9937199831008912,2.1040256473152974,0.1119999885559082,0.1078248753660224,37.18091028073666,-0.4243804692747766,1.6454289577390595,2.373186561510761,1.9262133508465695,135826500.0,0.0,33.86831888175877,0.0,0.0,1.0,0.0
2011-12-15,25.11000061035156,4.0,0.4018,0.2616,0.3364,0.0654,10504500.0,1.9079999923706052,1.9899333238601684,1.9891066431999207,2.085356537320565,0.0699999332427978,0.1051230937857921,37.67876248508992,-1.083995954796868,1.0995439752318743,2.3597203223586614,1.897546282541699,146331000.0,0.0177719246766441,33.389215445410336,0.0,0.0,1.0,0.0
2011-12-16,24.290000915527344,4.0,0.4018,0.2616,0.3364,0.0654,15445500.0,1.8666670322418213,1.9725333213806155,1.9846266460418704,2.064528965408304,0.0633339881896972,0.1021381576717853,35.586478120294466,-1.7580280871526963,0.5280295627549602,2.360635925263021,1.8587640872301128,130885500.0,0.0,33.024787846832524,0.0,0.0,1.0,0.0
2011-12-19,24.920000076293945,4.0,0.4018,0.2616,0.3364,0.0654,14805000.0,1.850000023841858,1.9501666188240048,1.978359966278076,2.044097637640071,0.0753329992294311,0.1002235034973315,34.74855032144041,-2.342027593570939,-0.0459818685102196,2.366667723787303,1.8203989981288955,116080500.0,0.0,33.03289266919965,0.0,0.0,1.0,0.0
2011-12-20,23.21999931335449,4.0,0.4018,0.2616,0.3364,0.0654,12649500.0,1.8600000143051147,1.9243332684040069,1.97317328453064,2.026564530655789,0.0486669540405273,0.0965408928218455,35.72641936752847,-2.7420860009876424,-0.5852026950057042,2.3717585538293378,1.789574875984047,128730000.0,0.0321183882699969,33.040418575683404,0.0,0.0,1.0,0.0
2011-12-21,21.43000030517578,4.0,0.4018,0.2616,0.3364,0.0654,25582500.0,1.838000059127808,1.900066614151001,1.9673599433898925,2.008606009557886,0.1360000371932983,0.0993594031340921,34.5014239951578,-3.1202558372672606,-1.0922133234580156,2.3738135309373645,1.7575199036443925,103147500.0,0.0,33.90012252996756,0.0,0.0,1.0,0.0
2011-12-22,21.15999984741211,4.0,0.33725,0.38039,0.28235,0.0549,15141000.0,1.8513330221176147,1.887933307886124,1.959533281326294,1.9936276298016695,0.0499999523162841,0.0958337280756772,35.93511179596126,-3.3335722935666445,-1.5404851174797414,2.3748780918129464,1.731921939849041,118288500.0,0.0467107375192138,34.69841905894571,0.0,1.0,0.0,0.0
2011-12-23,20.729999542236328,4.0,0.33725,0.38039,0.28235,0.0549,8871000.0,1.8600000143051147,1.876533305644989,1.9540666222572327,1.980901190230569,0.0320000648498535,0.0912741807024041,36.90197473648361,-3.431809003113162,-1.9187498946064256,2.371841930238034,1.7098914038264494,127159500.0,0.0782119339487883,35.43969440728256,0.0,0.0,1.0,0.0
2011-12-27,21.90999984741211,4.0,0.33725,0.38039,0.28235,0.0549,11662500.0,1.9046670198440552,1.869266653060913,1.950933301448822,1.9736407930509012,0.0753329992294311,0.0901355248829061,41.77871623617609,-3.288287506212595,-2.19265741692766,2.357986876992294,1.697146465750626,138822000.0,0.2751866618973027,35.17225699864666,0.0,0.0,1.0,0.0
2011-12-28,23.520000457763672,4.0,0.33725,0.38039,0.28235,0.0549,8628000.0,1.9006669521331787,1.8652666509151457,1.9501199841499328,1.9666909034396896,0.0799999237060546,0.0894115533702738,41.46960905341189,-3.155673978367568,-2.3852607292156414,2.348947167732244,1.6845861669998117,130194000.0,0.5990144832080531,34.38620665268089,0.0,0.0,1.0,0.0
2011-12-29,22.649999618530277,4.0,0.406,0.2857,0.30827,0.09773,7323000.0,1.915333032608032,1.846133303642273,1.9497599816322329,1.9617996776461983,0.0526670217514038,0.0869773722940341,43.13095971731146,-2.9557821437475877,-2.4993650121220305,2.3292563498294028,1.6775435864651531,137517000.0,0.7418311709170475,33.541632014433404,0.0,0.0,1.0,0.0
