symbol,date,open,high,low,close,volume,adjusted,sma_20,sma_50,ema_20,basic_volatility,atr,rsi,macd,macd_signal,bb_up,bb_dn,obv,stochrsi,adx
TSLA,2010-07-22,1.3666670322418213,1.4166669845581055,1.3580000400543213,1.399999976158142,14367000,1.399999976158142,1.3492332994937897,,,0.05866694450378418,0.17065162205140028,42.13558336841809,,,,,-157602000,,
TSLA,2010-07-23,1.4126670360565186,1.4373329877853394,1.4040000438690186,1.4193329811096191,9804000,1.4193329811096191,1.3565333008766174,,,0.0333329439163208,0.16112886416395722,43.30103602156639,,,,,-147798000,,
TSLA,2010-07-26,1.4333330392837524,1.4333330392837524,1.3533329963684082,1.3966670036315918,13833000,1.3966670036315918,1.3650332987308502,,,0.08000004291534424,0.15533394836048486,42.227206879572464,,,,,-161631000,,
TSLA,2010-07-27,1.3940000534057617,1.4119999408721924,1.3506669998168945,1.3700000047683716,9295500,1.3700000047683716,1.3680000007152557,,1.3247667014598847,0.06133294105529785,0.14861959069582864,40.94080217674978,,,1.6232088436330943,1.0263245592866752,-170926500,,
TSLA,2010-07-28,1.3700000047683716,1.3933329582214355,1.3673330545425415,1.3813329935073853,7008000,1.3813329935073853,1.3615333020687104,,1.3301539673691705,0.025999903678894043,0.13986104162319046,41.75291147581857,,,1.5878913034532822,1.0405087004567826,-163918500,,
TSLA,2010-07-29,1.3846670389175415,1.3919999599456787,1.3333330154418945,1.3566670417785645,9240000,1.3566670417785645,1.3538999557495117,,1.332679022074827,0.05866694450378418,0.1340614632575186,40.449218928603024,,,1.5468600030749962,1.0583400015026407,-173158500,,
TSLA,2010-07-30,1.3466670513153076,1.3626669645309448,1.303333044052124,1.329332947731018,6403500,1.329332947731018,1.3461666047573089,,1.3323603483277977,0.0593339204788208,0.12872378163046877,38.99610024523373,,,1.529135883107345,1.0625974175785375,-179562000,,
TSLA,2010-08-02,1.3666670322418213,1.3980000019073486,1.3553329706192017,1.3946670293807983,10771500,1.3946670293807983,1.3357332527637482,,1.338294317951893,0.04266703128814697,0.12443401538374461,44.1597643006971,,,1.5386337609480452,1.06456624553694,-168790500,,
TSLA,2010-08-03,1.399999976158142,1.463333010673523,1.3880000114440918,1.463333010673523,18457500,1.463333010673523,1.3318999528884887,1.3222399759292602,1.3502027648777624,0.07533299922943115,0.1209267999441508,49.041800331488695,,,1.543643295130054,1.0984900123269163,-150333000,,
TSLA,2010-08-04,1.463333010673523,1.4786670207977295,1.3899999856948853,1.4173330068588257,13695000,1.4173330068588257,1.3270666003227234,1.317999975681305,1.356596121256911,0.08866703510284424,0.11862253102691463,46.13203937732836,3.3423646463415446,,1.5282973016780668,1.1502360020595734,-164028000,,
TSLA,2010-08-05,1.4359999895095825,1.4366669654846191,1.3366669416427612,1.363332986831665,11943000,1.363332986831665,1.3196999490261079,1.3131199741363526,1.357237727502126,0.10000002384185791,0.11729235194226773,42.91317767075999,2.963689693440008,,1.5204273722853243,1.178039226702255,-175971000,,
TSLA,2010-08-06,1.340000033378601,1.343999981880188,1.301332950592041,1.305999994277954,11128500,1.305999994277954,1.31239994764328,1.311466634273529,1.3523579433855382,0.04266703128814697,0.11334290082065032,39.74251266883007,2.3002560201735855,,1.5058859820047934,1.2071806197484414,-187099500,0.07430168302731023,5.538350138574737
TSLA,2010-08-09,1.3266669511795044,1.3320000171661377,1.2966669797897339,1.3066669702529907,12190500,1.3066669702529907,1.30966659784317,1.3140266346931457,1.3480064221348194,0.03533303737640381,0.10777076771748986,39.798238832195224,1.7567952141968712,,1.478374892146222,1.2516917053154784,-174909000,0.07984894831361966,5.292035424131783
TSLA,2010-08-10,1.309999942779541,1.309999942779541,1.254667043685913,1.2686669826507568,19219500,1.2686669826507568,1.30516659617424,1.3218532943725585,1.3404502850410993,0.05533289909362793,0.1040252056729283,37.66125674612068,1.0850502880804136,,1.4670953322550364,1.268904669175475,-194128500,0,5.478847762592349
TSLA,2010-08-11,1.246000051498413,1.2586669921875,1.190000057220459,1.1933330297470093,11964000,1.1933330297470093,1.302433294057846,1.3287066340446472,1.3264391178702337,0.06866693496704102,0.10221389994131184,33.787878283961724,0.0905754490418964,,1.4854014011688093,1.2376652029686115,-206092500,0,6.2422643385821805
TSLA,2010-08-12,1.1866669654846191,1.1933330297470093,1.1593329906463623,1.1733330488204956,10365000,1.1733330488204956,1.3004332900047302,1.3323999738693237,1.3118575874845444,0.03400003910064697,0.09734148130983579,32.822731530216096,-0.8237712802590225,,1.502026852940693,1.2057730585583304,-216457500,0,7.2134100450138785
TSLA,2010-08-13,1.2120000123977661,1.2300000190734863,1.1773329973220825,1.2213330268859863,9510000,1.2213330268859863,1.2996332943439484,1.3372799754142761,1.3032362007608722,0.05266702175140381,0.09443615909148972,37.4413881712261,-1.2454054783671453,,1.5046578478043753,1.1876753617102425,-206947500,0.28476706632181076,7.6582355858100515
TSLA,2010-08-16,1.2300000190734863,1.2533329725265503,1.2173329591751099,1.2519999742507935,7287000,1.2519999742507935,1.296133291721344,1.3422399759292603,1.2983565601408649,0.03600001335144043,0.09026214868148622,40.26705812201881,-1.3746966300789754,0.8994286580632418,1.4901206126691868,1.1813458928583096,-199660500,0.4589860665255091,7.78531793706922
TSLA,2010-08-17,1.2640000581741333,1.2933330535888672,1.2519999742507935,1.2766669988632202,6718500,1.2766669988632202,1.2878999888896943,1.3445466566085815,1.296290887638232,0.04133307933807373,0.08676721515695676,42.51616935170911,-1.3078123125574548,0.4579804639391025,1.4881449349577225,1.175654970819255,-192942000,0.5976568655243905,7.42515685360056
TSLA,2010-08-18,1.305999994277954,1.305999994277954,1.2400000095367432,1.2513329982757568,9019500,1.2513329982757568,1.2851999878883362,1.3441733169555663,1.2920091838894248,0.06599998474121094,0.08528384155583206,40.816349556038645,-1.3984871302595403,0.08668694509937397,1.4869584808109544,1.1671747198344924,-201961500,0.4928530807635112,6.940754978700682
TSLA,2010-08-19,1.2359999418258667,1.2833329439163208,1.222000002861023,1.25266695022583,8686500,1.25266695022583,1.287233340740204,1.344453318119049,1.2882623044928918,0.06133294105529785,0.08357306294865105,40.950221054267914,-1.446105690348909,-0.21987158199028262,1.479047209327366,1.1603526887248496,-193275000,0.5011070378722426,6.706157330166766
TSLA,2010-08-20,1.2433329820632935,1.2740000486373901,1.2339999675750732,1.273332953453064,4440000,1.273332953453064,1.2920999884605409,1.3443066573143005,1.2868404615367177,0.040000081062316895,0.08046070709962719,43.097644114319685,-1.3380592894082777,-0.4435091234738816,1.46609777041258,1.15870212487398,-188835000,0.6335081693036155,6.48831665652813
TSLA,2010-08-23,1.2726670503616333,1.3593330383300781,1.2666670083999634,1.3420000076293945,16321500,1.3420000076293945,1.295233291387558,1.3436266565322876,1.2920937516407822,0.09266602993011475,0.08133251587323345,49.64970551028606,-0.8100259983478519,-0.5168124984486757,1.4591596789029735,1.1601735167833667,-172513500,1,6.821720730472043
TSLA,2010-08-24,1.2833329439163208,1.3140000104904175,1.2633329629898071,1.2799999713897705,10096500,1.2799999713897705,1.301466590166092,1.3458666563034059,1.290941963045448,0.05066704750061035,0.08114212507083017,44.65048698590507,-0.7730049951235163,-0.5680509977836439,1.452527306580563,1.157805885767917,-182610000,0.7029044835808199,7.083856668986247
TSLA,2010-08-25,1.2773330211639404,1.3320000171661377,1.237333059310913,1.3266669511795044,7549500,1.3266669511795044,1.3108332872390747,1.3461199951171876,1.294344342867739,0.09466695785522461,0.08210818455542977,48.82713264059317,-0.4459202041606547,-0.5436248390590461,1.4460211913408225,1.1588453967748695,-175060500,0.9511158173378556,6.950060648275776
TSLA,2010-08-26,1.3259999752044678,1.3513330221176147,1.3066669702529907,1.3166669607162476,6507000,1.3166669607162476,1.3193999826908112,1.3455866551399231,1.2964703064723588,0.04466605186462402,0.0794337465060865,47.99142939879559,-0.2470145502640353,-0.484302781300044,1.442044531635606,1.1588220483738543,-181567500,0.9014513177797415,7.075402489726293
TSLA,2010-08-27,1.3166669607162476,1.324666976928711,1.2999999523162842,1.3133330345153809,5694000,1.3133330345153809,1.327399981021881,1.3451866555213927,1.2980762805716943,0.024667024612426758,0.07552183779939653,47.6983164558616,-0.10918542311776358,-0.40927930966358794,1.44076240694074,1.1585041817471566,-187261500,0.8840320870088879,7.086930573011966
TSLA,2010-08-30,1.3133330345153809,1.3459999561309814,1.307332992553711,1.324666976928711,10992000,1.324666976928711,1.3351999819278717,1.3454133152961731,1.3006087278437912,0.03866696357727051,0.07288934678353039,48.84222849644627,0.0693999659197031,-0.3135434545469298,1.4309942617707436,1.1612723216719443,-176269500,0.9520129397718106,7.3922740178592665
TSLA,2010-08-31,1.3106670379638672,1.3193329572677612,1.2886669635772705,1.2986669540405273,3016500,1.2986669540405273,1.3446332812309265,1.3452933144569397,1.3004237970053851,0.030665993690490723,0.07025439439552397,46.33845015220508,0.04889133021457326,-0.24105649759462916,1.3989246115011063,1.1768753662782823,-179286000,0.8032174197212839,7.355911276621665
TSLA,2010-09-01,1.3079999685287476,1.3793330192565918,1.3066669702529907,1.363332986831665,7423500,1.363332986831665,1.3518666326999664,1.3449066543579102,1.3064151484174118,0.07266604900360107,0.07099808516841973,52.81693868269647,0.4274872077316916,-0.10734775652936501,1.3856228588488912,1.1847771169277812,-171862500,1,8.134938286738775
TSLA,2010-09-02,1.3580000400543213,1.4160000085830688,1.3539999723434448,1.4040000438690186,7306500,1.4040000438690186,1.35666663646698,1.345013313293457,1.3157089479842314,0.06200003623962402,0.07035536738779147,56.383217683350175,0.9625764299458606,0.1066370807656801,1.395260894966459,1.1792057865139487,-164556000,1,9.2929186854242
TSLA,2010-09-03,1.391332983970642,1.4199999570846558,1.3773330450057983,1.4033329486846924,6519000,1.4033329486846924,1.3631999909877777,1.3454133152961731,1.324054090908085,0.04266691207885742,0.06837762058001046,56.308033012681854,1.3616489698862866,0.3576394585898014,1.411266266274118,1.1729337106469637,-171075000,0.9951702121420035,10.41503257138497
TSLA,2010-09-07,1.3739999532699585,1.399999976158142,1.3666670322418213,1.369333028793335,3651000,1.369333028793335,1.365333342552185,1.3445066356658935,1.3283663707066802,0.0333329439163208,0.06611249885592908,52.46788655892466,1.4529035409574842,0.576692275063338,1.4189744750376019,1.171492107737514,-174726000,0.7484830543687718,11.24011535180081
TSLA,2010-09-08,1.3773330450057983,1.3966670036315918,1.3733329772949219,1.3933329582214355,4326000,1.3933329582214355,1.3675666928291321,1.3426266360282897,1.3345536647557044,0.023334026336669922,0.06334260428323821,54.810659444716364,1.6490743951958375,0.7911686990898379,1.431620420886005,1.171312759446179,-170400000,0.8981041545962338,12.006263647901234
TSLA,2010-09-09,1.399999976158142,1.4033329486846924,1.3793330192565918,1.380666971206665,5643000,1.380666971206665,1.3664333462715148,1.3419466352462768,1.3389454082272245,0.023999929428100586,0.06053241322215695,53.31709722945434,1.7073487130479625,0.9744047018814629,1.4353525479518359,1.1863140265263135,-176043000,0.769214295644476,12.814121730665041
TSLA,2010-09-10,1.3833329677581787,1.3953330516815186,1.3173329830169678,1.3446669578552246,5799000,1.3446669578552246,1.3675999999046327,1.3420666360855102,1.3394903177156054,0.07800006866455078,0.061780102896613655,49.21239987152469,1.5206210533196263,1.0836479721690955,1.4273776356799395,1.2114223297016828,-181842000,0.38881936381724097,12.263275416359079
TSLA,2010-09-13,1.3926670551300049,1.3933329582214355,1.3666670322418213,1.3813329935073853,5412000,1.3813329935073853,1.3703666985034944,1.3429199767112732,1.3434753344576797,0.026665925979614258,0.06084338128729918,53.16708418008116,1.573168381023482,1.1815520539399729,1.4286268927274557,1.2261730693163064,-176430000,0.7258836338952745,11.751775267360685
TSLA,2010-09-14,1.369333028793335,1.440000057220459,1.3686670064926147,1.4079999923706055,9820500,1.4079999923706055,1.3754666984081267,1.3435199761390686,1.3496205399731964,0.07133305072784424,0.061592643390195254,55.85917346572983,1.7518460517146783,1.295610853494914,1.436025414030002,1.2343745498257415,-166609500,0.9478291343233702,12.050972751929267
TSLA,2010-09-15,1.3986669778823853,1.4666670560836792,1.3860000371932983,1.4653329849243164,10269000,1.4653329849243164,1.3837999999523163,1.345679976940155,1.360640772825684,0.08066701889038086,0.06295509878306565,61.043931932921225,2.202595863605139,1.477007855516959,1.4564881733371835,1.2327783891246695,-156340500,1,12.723085448366804
TSLA,2010-09-16,1.476667046546936,1.5440000295639038,1.3893330097198486,1.3960000276565552,40267500,1.3960000276565552,1.3836667001247407,1.3494799757003784,1.3640083209048146,0.15466701984405518,0.06950595028742206,52.94491800682767,2.125248507759303,1.606655985965428,1.45717072265839,1.2465625427415428,-196608000,0.44925205125111256,14.301900378199123
TSLA,2010-09-17,1.401332974433899,1.4213329553604126,1.3200000524520874,1.348667025566101,17977500,1.348667025566101,1.3821333467960357,1.3536399745941161,1.3625472451582705,0.1013329029083252,0.07177930404605799,48.239467985143335,1.7663943477272515,1.6386036583177928,1.4516967543974904,1.2616365185364695,-214585500,0.1292727338883337,14.408850346928002
TSLA,2010-09-20,1.378000020980835,1.4233330488204956,1.343999981880188,1.4040000438690186,14212500,1.4040000438690186,1.3819333493709565,1.3570133137702942,1.3664951307497704,0.07933306694030762,0.0723188585385044,53.448052689234515,1.785756981240838,1.668034322902402,1.4521897329529823,1.274210249022573,-200373000,0.4834661416093506,14.534414418385147
TSLA,2010-09-21,1.3926670551300049,1.4366669654846191,1.378000020980835,1.3846670389175415,11940000,1.3846670389175415,1.38386669754982,1.360453314781189,1.3682257886705105,0.05866694450378418,0.07134372182173866,51.49815270743193,1.668286163412902,1.668084691004502,1.454233558468283,1.2764331266360869,-212313000,0.2544959894907674,14.832969653266538
TSLA,2010-09-22,1.391332983970642,1.3966670036315918,1.3200000524520874,1.324666976928711,14443500,1.324666976928711,1.3824000477790832,1.3629199743270874,1.3640773304093867,0.0766669511795044,0.0717239524901505,45.90131635059744,1.2095405748745902,1.5763758677785198,1.4497718677751577,1.2853615178831066,-226756500,0,14.053577406704546
TSLA,2010-09-23,1.3259999752044678,1.3426669836044312,1.2999999523162842,1.3040000200271606,10021500,1.3040000200271606,1.3814666986465454,1.3661466550827026,1.3583556818015559,0.04266703128814697,0.06964845811857882,44.122541436588456,0.714419791841836,1.4039846525911832,1.451440048919302,1.2814266436237276,-236778000,0,13.0979413019489
TSLA,2010-09-24,1.3300000429153442,1.3459999561309814,1.309999942779541,1.340000033378601,8683500,1.340000033378601,1.3823333501815795,1.370213315486908,1.3566075248088936,0.03600001335144043,0.06767356368895325,47.90929385816357,0.5282477539374941,1.2288372728604455,1.4504559022417776,1.2847440975674878,-228094500,0.22378494381982303,12.170811289241145
TSLA,2010-09-27,1.3600000143051147,1.3873330354690552,1.3366669416427612,1.3686670064926147,6279000,1.3686670064926147,1.3807333528995513,1.3732933163642884,1.3577560468740097,0.050666093826293945,0.06645874441304901,50.77031572921491,0.5446110550516137,1.0919920292986793,1.449396623605666,1.2913367734013228,-221815500,0.39286217607631996,11.98882712294597
TSLA,2010-09-28,1.4026670455932617,1.4326670169830322,1.3839999437332153,1.4266669750213623,18217500,1.4266669750213623,1.3778000056743622,1.3747866559028625,1.3643189924118528,0.048667073249816895,0.06628312056143247,56.03203745743909,0.8899230537255942,1.0515782341840625,1.4552033924852013,1.2957300043310522,-203598000,0.7038130834124818,12.472131237504854
TSLA,2010-09-29,1.4126670360565186,1.4686670303344727,1.408666968345642,1.4653329849243164,29539500,1.4653329849243164,1.373000007867813,1.3782133173942566,1.373939372651135,0.060000061988830566,0.06583433066338948,59.165431945018206,1.3710775529779617,1.1154780979428423,1.464519975592127,1.3030800243125056,-174058500,0.8889866652323797,13.382494372943098
TSLA,2010-09-30,1.4666670560836792,1.476667046546936,1.3459999561309814,1.3606669902801514,32937000,1.3606669902801514,1.3723666548728943,1.3848799777030945,1.372675336234851,0.1306670904159546,0.07046524207428699,48.98817139549194,1.1258556026124245,1.1175535988767589,1.4645301089942524,1.302803291255229,-206995500,0.28754315196248026,13.067249790365523
TSLA,2010-10-01,1.3793330192565918,1.3833329677581787,1.3539999723434448,1.3733329772949219,8965500,1.3733329772949219,1.373399955034256,1.3911332988739014,1.3727379687167625,0.029332995414733887,0.06752722445574748,50.10663980977228,0.9941260620274228,1.0928680915068916,1.462558183732242,1.3017085098598296,-198030000,0.3536410541722744,12.774522677972058
TSLA,2010-10-04,1.3619999885559082,1.4113329648971558,1.3533329963684082,1.3993330001831055,9654000,1.3993330001831055,1.37063330411911,1.3981732988357545,1.3752708288564142,0.05799996852874756,0.06684670617524749,52.41316918536859,1.0298696073853586,1.080268394682585,1.462165982330462,1.301700716411451,-188376000,0.48994955530261475,12.912367824180512
TSLA,2010-10-05,1.409999966621399,1.418666958808899,1.4006669521331787,1.4079999923706055,4980000,1.4079999923706055,1.3682332992553712,1.4045199584960937,1.378387892048242,0.018000006675720215,0.06345293849314364,53.190013709220594,1.0957061649925937,1.083355948744587,1.46465323362245,1.3030801614771899,-183396000,0.6027745975782313,13.146752184896854
TSLA,2010-10-06,1.4040000438690186,1.4173330068588257,1.3546669483184814,1.3639999628067017,4701000,1.3639999628067017,1.3708333015441894,1.4176932787895202,1.377017613072857,0.06266605854034424,0.0633967327822294,48.8317006533287,0.8810447304462787,1.0428937050849254,1.4635103157854488,1.3012897797727176,-188097000,0.31304882622799945,12.488769052074343
TSLA,2010-10-07,1.3713330030441284,1.3760000467300415,1.3559999465942383,1.3619999885559082,2115000,1.3619999885559082,1.3747999489307403,1.4278132796287537,1.375587363118862,0.020000100135803223,0.06029697330748468,48.63662285258675,0.6911691236017425,0.9725487887882889,1.4630634068278945,1.2998699904651962,-190212000,0.3000807200895789,11.877784714453439
TSLA,2010-10-08,1.3619999885559082,1.3860000371932983,1.3593330383300781,1.3619999885559082,4017000,1.3619999885559082,1.3768665969371796,1.4395199394226075,1.3742933274461997,0.026666998863220215,0.057894832275751505,48.636622852586754,0.5344303295779174,0.8849250969462146,1.4627072565342536,1.3019594438289055,-190212000,0.30008072008957937,11.488233618558573
TSLA,2010-10-11,1.3626669645309448,1.3799999952316284,1.3380000591278076,1.3493330478668213,2568000,1.3493330478668213,1.377933245897293,1.452519941329956,1.3719161579624493,0.0419999361038208,0.05675948254918503,47.250104960356204,0.33190239237530506,0.7743205560320328,1.4623870650322917,1.299079640766811,-192780000,0.2079097446076019,10.699426450106062
TSLA,2010-10-12,1.3466670513153076,1.3519999980926514,1.335332989692688,1.3493330478668213,3660000,1.3493330478668213,1.3777998983860016,1.4646932816505431,1.3697653855723895,0.01666700839996338,0.0538957343956692,47.2501049603562,0.16915026463870664,0.6532864977533676,1.4595399133504974,1.296060097998227,-192780000,0.20790974460760142,9.9572641017634
TSLA,2010-10-13,1.3760000467300415,1.3899999856948853,1.3573329448699951,1.369333028793335,4773000,1.369333028793335,1.3745332479476928,1.4761466217041015,1.3697242087362889,0.03266704082489014,0.052950820355125966,49.867152723186116,0.15612330673331343,0.5538538595493567,1.4442122683245475,1.3017877474110786,-188007000,0.2196370914703987,9.964047057396822
TSLA,2010-10-14,1.399999976158142,1.4019999504089355,1.3600000143051147,1.3833329677581787,4422000,1.3833329677581787,1.3771332502365112,1.4883866214752197,1.371020281024088,0.0419999361038208,0.0521686143371756,51.67452423112467,0.2256389021797034,0.4882108680754261,1.442972145631445,1.3017611641143436,-183585000,0.3713216831114919,10.188380590556868
TSLA,2010-10-15,1.3926670551300049,1.3933329582214355,1.350000023841858,1.369333028793335,4270500,1.369333028793335,1.38126659989357,1.5028132820129394,1.3708595903354448,0.04333293437957764,0.05153749434020432,49.74325019253254,0.19601795974919511,0.4297722864101799,1.443187995413279,1.303611914655233,-187855500,0.209238507292804,10.157913768678512
TSLA,2010-10-18,1.3680000305175781,1.3760000467300415,1.3480000495910645,1.348667025566101,2442000,1.348667025566101,1.3826665997505188,1.5197199606895446,1.3687460127383644,0.02799999713897705,0.049856244540116654,46.953590316619454,0.05017566025036224,0.3538529611782164,1.4397334026970086,1.3015332055412117,-190297500,0,10.080030650519458
TSLA,2010-10-19,1.3466670513153076,1.3606669902801514,1.3333330154418945,1.3366669416427612,3678000,1.3366669416427612,1.3830999493598939,1.5376533007621764,1.3656908631102118,0.027333974838256836,0.04824751098998381,45.362741657671194,-0.13507219730976017,0.2560679294806211,1.4385407465393383,1.297925851971404,-193975500,0,9.637037345127474
TSLA,2010-10-20,1.343999981880188,1.3793330192565918,1.3359999656677246,1.3766670227050781,4687500,1.3766670227050781,1.3874666035175323,1.555639979839325,1.3667362116430561,0.04333305358886719,0.04789647831847548,51.28739186098062,-0.044907155850582026,0.1958729124143805,1.4382923094379578,1.303374293650421,-189288000,0.7569240169870738,9.646003257564175
TSLA,2010-10-21,1.3739999532699585,1.3966670036315918,1.363332986831665,1.3833329677581787,6256500,1.3833329677581787,1.4023666024208068,1.5748133182525634,1.3683168550825917,0.03333401679992676,0.04685630249572201,52.21727898537688,0.06505344174916328,0.16970901828133708,1.4350136633775334,1.3145862344839472,-183031500,0.8757249374446922,10.0261771011642
TSLA,2010-10-22,1.3786669969558716,1.3953330516815186,1.3700000047683716,1.3813329935073853,2416500,1.3813329935073853,1.4157332539558412,1.5936133170127869,1.3695564873135244,0.025333046913146973,0.045318927096966645,51.89718317061,0.1386510514004069,0.16349742490515104,1.434960801306899,1.3187723925674601,-185448000,0.8348299982297561,10.379195670221366
TSLA,2010-10-25,1.3960000276565552,1.3986669778823853,1.3819999694824219,1.3899999856948853,1777500,1.3899999856948853,1.4315332531929017,1.6126399779319762,1.3715034871593683,0.01666700839996338,0.04332000261682618,53.235056082621924,0.24501922222204264,0.17980178436852937,1.4361692840926819,1.3196972077019042,-183670500,1,10.784165884401068
TSLA,2010-10-26,1.386667013168335,1.4579999446868896,1.3673330545425415,1.4240000247955322,9913500,1.4240000247955322,1.4461665987968444,1.630746636390686,1.3765031574104314,0.09066689014434814,0.046701923154506324,58.152197552911616,0.5221802322729507,0.24827747394941366,1.4355995469247593,1.3200002498472438,-173757000,1,12.334451567799643
TSLA,2010-10-27,1.4166669845581055,1.425333023071289,1.3766670227050781,1.399999976158142,5347500,1.399999976158142,1.4755665957927704,1.6473866367340089,1.378740949672118,0.04866600036621094,0.0468422143839138,53.84811879171561,0.5937281544337036,0.3173676100462717,1.4177105080934282,1.3313559878019574,-179104500,0.6634666246593212,13.774002559526895
TSLA,2010-10-28,1.4259999990463257,1.4333330392837524,1.397333025932312,1.4126670360565186,3363000,1.4126670360565186,1.499866598844528,1.663293297290802,1.3819720055182514,0.03600001335144043,0.04606777145302284,55.71130124262289,0.7156256299549968,0.3970192140280167,1.4228455930429165,1.331420907430106,-175741500,0.8091477596637161,15.254005173644941
TSLA,2010-10-29,1.4093329906463623,1.4566669464111328,1.4033329486846924,1.4559999704360962,4209000,1.4559999704360962,1.5308665990829469,1.6769066381454467,1.3890222878913794,0.05333399772644043,0.04658678761540981,61.44544561341012,1.0503012076036988,0.5276756127431532,1.4383838780449498,1.3241493217421902,-171532500,1,17.027693139900222
TSLA,2010-11-01,1.4626669883728027,1.5166670083999634,1.420667052268982,1.4273329973220825,6837000,1.4273329973220825,1.566099900007248,1.691613299846649,1.3926709268847797,0.09599995613098145,0.05011629965223636,56.256306199061704,1.1350308453967006,0.6491466592738627,1.442780550673314,1.3225526488277235,-178369500,0.6773465812322726,19.49288299352763
TSLA,2010-11-02,1.4453330039978027,1.4586670398712158,1.4033329486846924,1.4166669845581055,4837500,1.4166669845581055,1.5981665551662445,1.706239960193634,1.3949562657108106,0.05533409118652344,0.05048899904754258,54.41498686758546,1.1272825330099323,0.7447738340210767,1.444057188512406,1.3221427102073817,-183207000,0.5628559249008671,21.174280856512965
TSLA,2010-11-03,1.418666958808899,1.5,1.4106669425964355,1.4513330459594727,5589000,1.4513330459594727,1.6276332020759583,1.7196666407585144,1.40032548287735,0.08933305740356445,0.05326357464440128,59.10055638878219,1.304475048260323,0.856714076868926,1.454531523766601,1.3204016832684635,-177618000,0.8541980732169613,23.24830194028956
TSLA,2010-11-04,1.5066670179367065,1.6886670589447021,1.476667046546936,1.659999966621399,28110000,1.659999966621399,1.658099901676178,1.734479959011078,1.4250563860910688,0.2120000123977661,0.06641146309731759,75.45503057828437,2.5887849609885105,1.203128253692843,1.5377728089409057,1.2669603959007079,-149508000,1,26.53444492063686
TSLA,2010-11-05,1.6579999923706055,1.664667010307312,1.581333041191101,1.6293330192565918,15165000,1.6293330192565918,1.6923332512378693,1.7477466416358949,1.4445113035354042,0.08333396911621094,0.06762021352723854,70.96387468594259,3.368668081319215,1.6362362192181172,1.581856790645857,1.2496097172658254,-164673000,0.8507539288822478,29.58586340238793
