,0
rsi_lag9,0.012950610812105258
sentiment_positive_lag1,0.012659780156743612
macd_signal_lag10,-0.012387225761349829
bull_bear_spread_surv_lag3,-0.01191788211574995
macd_signal_lag9,-0.011201594437003084
macd_lag4,0.01087206654505924
stochrsi_lag9,0.010530767995542464
macd_lag10,-0.009771534865748386
stochrsi_lag10,0.009683290588854521
macd_signal_lag8,-0.00937960675477002
sentiment_negative_lag6,-0.0093443325922752
macd_lag5,0.009114376173766103
macd_signal_lag1,0.008966117760813344
sentiment_negative_lag9,-0.008826604916632008
bull_bear_spread_surv_lag4,-0.008176662870740503
sentiment_negative_lag4,-0.00797391887620703
rsi_lag10,0.007335815692722499
macd_lag6,0.006920307962281983
sentiment_neutral_lag7,-0.006857604672820329
macd_signal_lag7,-0.006781755439866689
macd_signal_lag2,0.006558019980778837
macd_lag9,-0.006118325675813531
sentiment_positive_lag4,0.005508972678683885
sentiment_positive_lag9,0.004927421538034285
bull_bear_spread_surv_lag1,0.004896804487342574
sentiment_negative_lag3,-0.004626591965741143
vix_lag1,-0.0044893037652194
g_trends_lag10,-0.004462885915762099
g_trends_lag4,-0.004164494773906366
bull_bear_spread_surv_lag2,0.004102936404702051
g_trends_lag8,-0.004082294529934371
macd_signal_lag6,-0.0039469820890244015
macd_signal_lag3,0.003927963709283419
volume_lag6,0.003797671070686727
g_trends_lag9,-0.0037490738226937923
g_trends_lag2,-0.0037387898268886216
sentiment_neutral_lag6,-0.0034074523486362883
macd_lag7,0.003355146579005765
g_trends_lag3,-0.003167644553481996
g_trends_lag7,-0.002987587596873478
g_trends_lag1,-0.0027508645180342214
sentiment_negative_lag2,0.0025975819274566634
g_trends_lag5,-0.0023416352408460214
sentiment_positive_lag3,-0.00210187370013962
macd_lag8,-0.002010090743564454
macd_signal_lag4,0.001342662768366406
sentiment_positive_lag2,-0.001259751544983839
macd_signal_lag5,-0.0012146342580830866
g_trends_lag6,-0.0011055816209851188
vix_lag2,-0.0006999195473064651
sentiment_neutral_lag10,0.0006581562160706158
sentiment_negative_lag8,-0.000296029454277942
